id,hash,message,id_user
1300,qoeieiq,vaso,195
1301,qoeieiq,me asusta morir,143
1302,qoeieiq,holamundo,187
1303,qoeieiq,now you see me now you dont,195
1304,titititin,me gusta america y a america le gusto,192
1305,qoeieiq,me gusta america y a america le gusto,124
1306,ashlakak,me asusta morir,116
1307,fkjsfa,now you see me now you dont,168
1308,ashlakak,me asusta morir,157
1309,pumpumpum,vaso,122
1310,lololo,vaso,197
1311,lololo,people like boss,130
1312,titititin,vaso,160
1313,titititin,me gusta america y a america le gusto,154
1314,fkjsfa,me asusta morir,117
1315,fkjsfa,me asusta morir,171
1316,ashlakak,now you see me now you dont,119
1317,ashlakak,holamundo,117
1318,lololo,people like boss,184
1319,lololo,now you see me now you dont,167
1320,ashlakak,people like boss,133
1321,ashlakak,me asusta morir,156
1322,titititin,me asusta morir,122
1323,titititin,vaso,172
1324,titititin,holamundo,190
1325,ashlakak,people like boss,157
1326,ashlakak,now you see me now you dont,157
1327,pumpumpum,me gusta america y a america le gusto,123
1328,ashlakak,people like boss,159
1329,qoeieiq,now you see me now you dont,156
1330,ashlakak,me asusta morir,145
1331,ashlakak,people like boss,103
1332,pumpumpum,vaso,138
1333,titititin,now you see me now you dont,145
1334,ashlakak,people like boss,170
1335,pumpumpum,holamundo,173
1336,qoeieiq,me asusta morir,145
1337,ashlakak,now you see me now you dont,149
1338,lololo,holamundo,199
1339,qoeieiq,holamundo,100
1340,qoeieiq,vaso,195
1341,qoeieiq,people like boss,161
1342,ashlakak,me asusta morir,179
1343,titititin,vaso,160
1344,fkjsfa,me asusta morir,115
1345,qoeieiq,people like boss,195
1346,fkjsfa,people like boss,194
1347,titititin,holamundo,179
1348,titititin,me asusta morir,177
1349,lololo,now you see me now you dont,173
1350,fkjsfa,now you see me now you dont,199
1351,ashlakak,people like boss,133
1352,ashlakak,me gusta america y a america le gusto,108
1353,lololo,me gusta america y a america le gusto,114
1354,titititin,me asusta morir,165
1355,lololo,holamundo,185
1356,qoeieiq,vaso,172
1357,titititin,vaso,152
1358,qoeieiq,me asusta morir,108
1359,fkjsfa,now you see me now you dont,165
1360,lololo,vaso,179
1361,lololo,people like boss,199
1362,ashlakak,me asusta morir,171
1363,lololo,holamundo,124
1364,qoeieiq,people like boss,197
1365,qoeieiq,now you see me now you dont,146
1366,ashlakak,now you see me now you dont,156
1367,titititin,holamundo,156
1368,ashlakak,vaso,157
1369,pumpumpum,holamundo,111
1370,pumpumpum,people like boss,124
1371,ashlakak,me asusta morir,154
1372,titititin,me gusta america y a america le gusto,172
1373,ashlakak,people like boss,189
1374,pumpumpum,me gusta america y a america le gusto,164
1375,ashlakak,me asusta morir,113
1376,lololo,now you see me now you dont,189
1377,qoeieiq,me asusta morir,150
1378,lololo,vaso,160
1379,pumpumpum,people like boss,193
1380,fkjsfa,me asusta morir,106
1381,pumpumpum,now you see me now you dont,152
1382,ashlakak,people like boss,127
1383,qoeieiq,people like boss,108
1384,titititin,vaso,166
1385,pumpumpum,people like boss,184
1386,ashlakak,me asusta morir,126
1387,fkjsfa,me gusta america y a america le gusto,115
1388,titititin,vaso,101
1389,pumpumpum,me asusta morir,161
1390,lololo,me asusta morir,149
1391,pumpumpum,vaso,132
1392,titititin,me gusta america y a america le gusto,111
1393,pumpumpum,holamundo,157
1394,fkjsfa,me asusta morir,193
1395,pumpumpum,me asusta morir,155
1396,titititin,now you see me now you dont,168
1397,lololo,now you see me now you dont,114
1398,titititin,now you see me now you dont,166
1399,lololo,holamundo,150
1400,titititin,me gusta america y a america le gusto,167
1401,ashlakak,now you see me now you dont,161
1402,fkjsfa,holamundo,187
1403,titititin,people like boss,141
1404,lololo,me gusta america y a america le gusto,115
1405,ashlakak,people like boss,156
1406,lololo,people like boss,110
1407,qoeieiq,me asusta morir,108
1408,titititin,now you see me now you dont,113
1409,pumpumpum,now you see me now you dont,152
1410,pumpumpum,now you see me now you dont,179
1411,ashlakak,me asusta morir,149
1412,lololo,vaso,123
1413,lololo,vaso,168
1414,ashlakak,vaso,177
1415,lololo,now you see me now you dont,123
1416,titititin,me gusta america y a america le gusto,145
1417,pumpumpum,people like boss,147
1418,pumpumpum,holamundo,106
1419,fkjsfa,me asusta morir,111
1420,ashlakak,people like boss,106
1421,fkjsfa,me gusta america y a america le gusto,132
1422,ashlakak,me gusta america y a america le gusto,129
1423,pumpumpum,me gusta america y a america le gusto,175
1424,fkjsfa,now you see me now you dont,100
1425,pumpumpum,me gusta america y a america le gusto,191
1426,qoeieiq,holamundo,189
1427,pumpumpum,vaso,137
1428,lololo,people like boss,124
1429,lololo,me gusta america y a america le gusto,118
1430,fkjsfa,holamundo,111
1431,pumpumpum,vaso,131
1432,qoeieiq,now you see me now you dont,188
1433,titititin,holamundo,102
1434,ashlakak,people like boss,168
1435,titititin,people like boss,153
1436,fkjsfa,now you see me now you dont,166
1437,titititin,now you see me now you dont,169
1438,fkjsfa,holamundo,190
1439,fkjsfa,me gusta america y a america le gusto,129
1440,qoeieiq,vaso,129
1441,titititin,me gusta america y a america le gusto,127
1442,fkjsfa,vaso,171
1443,qoeieiq,me gusta america y a america le gusto,193
1444,ashlakak,holamundo,178
1445,fkjsfa,people like boss,135
1446,lololo,vaso,192
1447,pumpumpum,me gusta america y a america le gusto,148
1448,pumpumpum,now you see me now you dont,110
1449,pumpumpum,people like boss,165
1450,lololo,holamundo,143
1451,qoeieiq,me asusta morir,186
1452,pumpumpum,holamundo,122
1453,qoeieiq,vaso,158
1454,fkjsfa,people like boss,153
1455,lololo,me asusta morir,132
1456,fkjsfa,me asusta morir,173
1457,titititin,me asusta morir,109
1458,qoeieiq,holamundo,174
1459,pumpumpum,vaso,172
1460,qoeieiq,now you see me now you dont,133
1461,titititin,me gusta america y a america le gusto,197
1462,titititin,me gusta america y a america le gusto,197
1463,ashlakak,now you see me now you dont,148
1464,fkjsfa,me gusta america y a america le gusto,170
1465,pumpumpum,me asusta morir,191
1466,fkjsfa,me asusta morir,118
1467,qoeieiq,holamundo,111
1468,fkjsfa,now you see me now you dont,147
1469,pumpumpum,holamundo,173
1470,qoeieiq,me asusta morir,114
1471,pumpumpum,holamundo,101
1472,ashlakak,me asusta morir,119
1473,pumpumpum,vaso,178
1474,fkjsfa,me gusta america y a america le gusto,175
1475,lololo,now you see me now you dont,114
1476,fkjsfa,me gusta america y a america le gusto,193
1477,lololo,me asusta morir,174
1478,lololo,me gusta america y a america le gusto,122
1479,titititin,holamundo,115
1480,ashlakak,me gusta america y a america le gusto,149
1481,lololo,holamundo,183
1482,titititin,vaso,152
1483,lololo,now you see me now you dont,128
1484,ashlakak,me gusta america y a america le gusto,181
1485,lololo,me gusta america y a america le gusto,144
1486,lololo,me asusta morir,144
1487,fkjsfa,now you see me now you dont,196
1488,lololo,people like boss,189
1489,pumpumpum,vaso,172
1490,pumpumpum,vaso,181
1491,qoeieiq,vaso,108
1492,lololo,me gusta america y a america le gusto,138
1493,ashlakak,vaso,118
1494,qoeieiq,now you see me now you dont,154
1495,qoeieiq,me gusta america y a america le gusto,154
1496,ashlakak,people like boss,125
1497,fkjsfa,now you see me now you dont,133
1498,pumpumpum,vaso,113
1499,titititin,vaso,165
1500,titititin,people like boss,134
1501,qoeieiq,holamundo,139
1502,ashlakak,me asusta morir,198
1503,ashlakak,vaso,129
1504,lololo,people like boss,163
1505,qoeieiq,vaso,102
1506,titititin,vaso,151
1507,lololo,vaso,187
1508,ashlakak,holamundo,145
1509,fkjsfa,now you see me now you dont,124
1510,titititin,me gusta america y a america le gusto,157
1511,qoeieiq,holamundo,141
1512,ashlakak,holamundo,142
1513,fkjsfa,holamundo,194
1514,pumpumpum,vaso,147
1515,lololo,holamundo,132
1516,fkjsfa,me asusta morir,108
1517,qoeieiq,me gusta america y a america le gusto,171
1518,titititin,me gusta america y a america le gusto,196
1519,titititin,me gusta america y a america le gusto,102
1520,titititin,now you see me now you dont,116
1521,lololo,vaso,178
1522,pumpumpum,holamundo,165
1523,pumpumpum,holamundo,150
1524,ashlakak,people like boss,144
1525,ashlakak,holamundo,180
1526,qoeieiq,me gusta america y a america le gusto,137
1527,titititin,me gusta america y a america le gusto,168
1528,qoeieiq,me gusta america y a america le gusto,186
1529,lololo,me gusta america y a america le gusto,168
1530,ashlakak,me asusta morir,145
1531,ashlakak,vaso,165
1532,pumpumpum,vaso,107
1533,qoeieiq,holamundo,171
1534,qoeieiq,me gusta america y a america le gusto,162
1535,fkjsfa,vaso,162
1536,titititin,me gusta america y a america le gusto,144
1537,lololo,holamundo,184
1538,fkjsfa,holamundo,133
1539,fkjsfa,now you see me now you dont,141
1540,pumpumpum,me asusta morir,146
1541,titititin,now you see me now you dont,159
1542,titititin,me asusta morir,157
1543,qoeieiq,me gusta america y a america le gusto,182
1544,fkjsfa,me asusta morir,199
1545,ashlakak,holamundo,143
1546,qoeieiq,vaso,153
1547,pumpumpum,vaso,158
1548,ashlakak,holamundo,152
1549,ashlakak,now you see me now you dont,108
1550,ashlakak,holamundo,113
1551,qoeieiq,vaso,115
1552,lololo,people like boss,149
1553,pumpumpum,me asusta morir,184
1554,lololo,people like boss,164
1555,lololo,holamundo,180
1556,pumpumpum,me gusta america y a america le gusto,197
1557,qoeieiq,vaso,112
1558,fkjsfa,me asusta morir,121
1559,titititin,vaso,175
1560,titititin,holamundo,165
1561,pumpumpum,me gusta america y a america le gusto,135
1562,pumpumpum,holamundo,185
1563,titititin,now you see me now you dont,199
1564,lololo,people like boss,149
1565,ashlakak,me gusta america y a america le gusto,117
1566,fkjsfa,holamundo,129
1567,titititin,vaso,127
1568,qoeieiq,me gusta america y a america le gusto,112
1569,qoeieiq,now you see me now you dont,133
1570,ashlakak,me asusta morir,174
1571,qoeieiq,holamundo,116
1572,fkjsfa,me asusta morir,145
1573,lololo,me asusta morir,118
1574,fkjsfa,vaso,129
1575,fkjsfa,now you see me now you dont,193
1576,titititin,me asusta morir,186
1577,lololo,holamundo,176
1578,ashlakak,me asusta morir,108
1579,titititin,me asusta morir,110
1580,lololo,vaso,127
1581,titititin,me asusta morir,159
1582,ashlakak,vaso,165
1583,ashlakak,people like boss,120
1584,titititin,me gusta america y a america le gusto,181
1585,fkjsfa,me asusta morir,111
1586,ashlakak,people like boss,172
1587,pumpumpum,people like boss,171
1588,titititin,holamundo,172
1589,ashlakak,people like boss,162
1590,titititin,me gusta america y a america le gusto,134
1591,fkjsfa,me asusta morir,158
1592,qoeieiq,holamundo,185
1593,titititin,holamundo,153
1594,lololo,vaso,102
1595,pumpumpum,me gusta america y a america le gusto,163
1596,titititin,me gusta america y a america le gusto,191
1597,fkjsfa,holamundo,151
1598,ashlakak,people like boss,190
1599,fkjsfa,me asusta morir,119
1600,fkjsfa,me asusta morir,108
1601,qoeieiq,now you see me now you dont,148
1602,qoeieiq,vaso,129
1603,qoeieiq,me gusta america y a america le gusto,172
1604,titititin,now you see me now you dont,193
1605,fkjsfa,now you see me now you dont,160
1606,qoeieiq,vaso,117
1607,lololo,people like boss,140
1608,pumpumpum,holamundo,151
1609,fkjsfa,me asusta morir,126
1610,fkjsfa,people like boss,168
1611,titititin,now you see me now you dont,171
1612,pumpumpum,people like boss,186
1613,lololo,me gusta america y a america le gusto,187
1614,qoeieiq,now you see me now you dont,186
1615,lololo,now you see me now you dont,111
1616,pumpumpum,people like boss,129
1617,ashlakak,now you see me now you dont,134
1618,lololo,me asusta morir,136
1619,fkjsfa,me gusta america y a america le gusto,104
1620,qoeieiq,me asusta morir,134
1621,pumpumpum,vaso,124
1622,titititin,vaso,168
1623,lololo,vaso,105
1624,pumpumpum,now you see me now you dont,140
1625,fkjsfa,now you see me now you dont,111
1626,pumpumpum,people like boss,107
1627,lololo,me gusta america y a america le gusto,126
1628,pumpumpum,me asusta morir,103
1629,titititin,me asusta morir,122
1630,lololo,vaso,115
1631,lololo,me gusta america y a america le gusto,160
1632,lololo,me gusta america y a america le gusto,152
1633,titititin,people like boss,111
1634,fkjsfa,me gusta america y a america le gusto,176
1635,pumpumpum,me gusta america y a america le gusto,114
1636,lololo,vaso,104
1637,ashlakak,vaso,184
1638,fkjsfa,holamundo,125
1639,qoeieiq,me asusta morir,118
1640,ashlakak,vaso,193
1641,ashlakak,me gusta america y a america le gusto,132
1642,pumpumpum,people like boss,163
1643,qoeieiq,vaso,100
1644,lololo,me asusta morir,124
1645,fkjsfa,me asusta morir,174
1646,pumpumpum,people like boss,186
1647,lololo,vaso,151
1648,fkjsfa,holamundo,130
1649,lololo,me gusta america y a america le gusto,143
1650,lololo,people like boss,157
1651,ashlakak,me gusta america y a america le gusto,192
1652,fkjsfa,me asusta morir,119
1653,qoeieiq,vaso,181
1654,ashlakak,holamundo,187
1655,ashlakak,vaso,139
1656,qoeieiq,me gusta america y a america le gusto,105
1657,lololo,me asusta morir,146
1658,qoeieiq,me gusta america y a america le gusto,137
1659,ashlakak,holamundo,107
1660,fkjsfa,me gusta america y a america le gusto,120
1661,lololo,vaso,188
1662,lololo,me gusta america y a america le gusto,112
1663,qoeieiq,holamundo,134
1664,qoeieiq,me asusta morir,163
1665,titititin,people like boss,104
1666,titititin,me gusta america y a america le gusto,160
1667,fkjsfa,now you see me now you dont,142
1668,ashlakak,now you see me now you dont,118
1669,ashlakak,me gusta america y a america le gusto,189
1670,pumpumpum,holamundo,160
1671,pumpumpum,me gusta america y a america le gusto,162
1672,ashlakak,vaso,107
1673,qoeieiq,now you see me now you dont,113
1674,pumpumpum,now you see me now you dont,178
1675,ashlakak,me gusta america y a america le gusto,194
1676,lololo,vaso,137
1677,pumpumpum,holamundo,193
1678,titititin,me gusta america y a america le gusto,161
1679,ashlakak,me asusta morir,171
1680,qoeieiq,now you see me now you dont,161
1681,titititin,holamundo,130
1682,fkjsfa,me gusta america y a america le gusto,150
1683,ashlakak,people like boss,159
1684,fkjsfa,vaso,120
1685,pumpumpum,now you see me now you dont,135
1686,lololo,holamundo,181
1687,pumpumpum,vaso,105
1688,titititin,now you see me now you dont,195
1689,pumpumpum,me gusta america y a america le gusto,198
1690,lololo,me gusta america y a america le gusto,182
1691,titititin,vaso,136
1692,fkjsfa,holamundo,191
1693,pumpumpum,holamundo,123
1694,ashlakak,me gusta america y a america le gusto,146
1695,fkjsfa,now you see me now you dont,135
1696,lololo,people like boss,181
1697,lololo,people like boss,100
1698,titititin,now you see me now you dont,115
1699,lololo,holamundo,141
1700,fkjsfa,me gusta america y a america le gusto,187
1701,pumpumpum,now you see me now you dont,199
1702,fkjsfa,me gusta america y a america le gusto,108
1703,pumpumpum,vaso,154
1704,ashlakak,people like boss,144
1705,ashlakak,holamundo,179
1706,ashlakak,people like boss,186
1707,qoeieiq,me gusta america y a america le gusto,113
1708,pumpumpum,me asusta morir,101
1709,pumpumpum,me asusta morir,120
1710,lololo,vaso,194
1711,titititin,me gusta america y a america le gusto,140
1712,ashlakak,me asusta morir,168
1713,lololo,me gusta america y a america le gusto,163
1714,ashlakak,me asusta morir,102
1715,pumpumpum,me gusta america y a america le gusto,197
1716,titititin,me asusta morir,124
1717,fkjsfa,vaso,136
1718,pumpumpum,now you see me now you dont,184
1719,lololo,holamundo,170
1720,qoeieiq,me gusta america y a america le gusto,122
1721,qoeieiq,holamundo,144
1722,ashlakak,holamundo,193
1723,titititin,vaso,111
1724,lololo,people like boss,156
1725,fkjsfa,holamundo,157
1726,ashlakak,holamundo,114
1727,titititin,holamundo,119
1728,fkjsfa,vaso,120
1729,pumpumpum,me asusta morir,156
1730,fkjsfa,now you see me now you dont,175
1731,ashlakak,now you see me now you dont,173
1732,titititin,vaso,184
1733,lololo,people like boss,145
1734,fkjsfa,holamundo,124
1735,titititin,people like boss,149
1736,ashlakak,people like boss,169
1737,qoeieiq,me gusta america y a america le gusto,110
1738,titititin,vaso,172
1739,fkjsfa,me asusta morir,179
1740,fkjsfa,holamundo,186
1741,fkjsfa,people like boss,185
1742,fkjsfa,me gusta america y a america le gusto,164
1743,titititin,me gusta america y a america le gusto,198
1744,ashlakak,people like boss,109
1745,lololo,me asusta morir,182
1746,pumpumpum,holamundo,157
1747,lololo,vaso,105
1748,titititin,holamundo,148
1749,titititin,holamundo,127
1750,pumpumpum,people like boss,108
1751,ashlakak,vaso,103
1752,pumpumpum,vaso,147
1753,qoeieiq,vaso,132
1754,ashlakak,holamundo,171
1755,pumpumpum,holamundo,105
1756,titititin,people like boss,112
1757,fkjsfa,vaso,184
1758,ashlakak,me gusta america y a america le gusto,142
1759,qoeieiq,me asusta morir,198
1760,titititin,vaso,125
1761,pumpumpum,me gusta america y a america le gusto,155
1762,pumpumpum,people like boss,185
1763,titititin,me gusta america y a america le gusto,136
1764,titititin,now you see me now you dont,148
1765,qoeieiq,me asusta morir,185
1766,lololo,now you see me now you dont,128
1767,ashlakak,now you see me now you dont,196
1768,qoeieiq,holamundo,189
1769,qoeieiq,people like boss,179
1770,qoeieiq,vaso,137
1771,pumpumpum,vaso,138
1772,pumpumpum,me gusta america y a america le gusto,175
1773,pumpumpum,people like boss,159
1774,ashlakak,me gusta america y a america le gusto,192
1775,fkjsfa,holamundo,190
1776,pumpumpum,me gusta america y a america le gusto,139
1777,qoeieiq,me asusta morir,195
1778,lololo,me asusta morir,136
1779,qoeieiq,vaso,187
1780,fkjsfa,now you see me now you dont,155
1781,fkjsfa,people like boss,169
1782,lololo,people like boss,198
1783,pumpumpum,now you see me now you dont,144
1784,titititin,me asusta morir,163
1785,titititin,now you see me now you dont,129
1786,fkjsfa,me asusta morir,177
1787,fkjsfa,me asusta morir,100
1788,lololo,me asusta morir,199
1789,ashlakak,holamundo,144
1790,titititin,holamundo,160
1791,titititin,me gusta america y a america le gusto,104
1792,lololo,holamundo,116
1793,qoeieiq,now you see me now you dont,149
1794,ashlakak,me asusta morir,186
1795,qoeieiq,holamundo,187
1796,ashlakak,vaso,181
1797,titititin,now you see me now you dont,119
1798,ashlakak,holamundo,108
1799,pumpumpum,people like boss,133
1800,pumpumpum,vaso,130
1801,pumpumpum,me asusta morir,135
1802,qoeieiq,holamundo,165
1803,pumpumpum,people like boss,191
1804,pumpumpum,vaso,174
1805,lololo,me asusta morir,194
1806,lololo,vaso,167
1807,pumpumpum,vaso,167
1808,fkjsfa,holamundo,191
1809,fkjsfa,vaso,172
1810,titititin,people like boss,185
1811,qoeieiq,people like boss,165
1812,pumpumpum,people like boss,138
1813,pumpumpum,holamundo,180
1814,lololo,me asusta morir,175
1815,fkjsfa,vaso,141
1816,titititin,now you see me now you dont,146
1817,ashlakak,me asusta morir,113
1818,lololo,now you see me now you dont,147
1819,fkjsfa,me asusta morir,104
1820,pumpumpum,vaso,184
1821,pumpumpum,me gusta america y a america le gusto,192
1822,titititin,people like boss,173
1823,qoeieiq,holamundo,145
1824,ashlakak,me asusta morir,195
1825,ashlakak,holamundo,131
1826,titititin,holamundo,128
1827,qoeieiq,now you see me now you dont,186
1828,pumpumpum,people like boss,153
1829,lololo,now you see me now you dont,152
1830,pumpumpum,me asusta morir,175
1831,ashlakak,vaso,157
1832,lololo,me asusta morir,150
1833,qoeieiq,people like boss,158
1834,qoeieiq,people like boss,107
1835,lololo,people like boss,167
1836,pumpumpum,me gusta america y a america le gusto,147
1837,ashlakak,vaso,184
1838,lololo,me asusta morir,105
1839,ashlakak,now you see me now you dont,147
1840,qoeieiq,people like boss,146
1841,qoeieiq,me asusta morir,111
1842,fkjsfa,now you see me now you dont,175
1843,qoeieiq,vaso,145
1844,ashlakak,me asusta morir,165
1845,ashlakak,people like boss,111
1846,fkjsfa,vaso,192
1847,lololo,me gusta america y a america le gusto,180
1848,pumpumpum,vaso,149
1849,qoeieiq,holamundo,148
1850,lololo,now you see me now you dont,145
1851,titititin,now you see me now you dont,111
1852,titititin,people like boss,121
1853,qoeieiq,now you see me now you dont,131
1854,qoeieiq,me asusta morir,182
1855,fkjsfa,me asusta morir,188
1856,fkjsfa,now you see me now you dont,131
1857,qoeieiq,holamundo,139
1858,ashlakak,me asusta morir,189
1859,titititin,me gusta america y a america le gusto,134
1860,pumpumpum,now you see me now you dont,185
1861,qoeieiq,vaso,187
1862,lololo,me gusta america y a america le gusto,160
1863,fkjsfa,me asusta morir,198
1864,lololo,holamundo,134
1865,qoeieiq,now you see me now you dont,158
1866,lololo,me asusta morir,193
1867,titititin,me gusta america y a america le gusto,161
1868,lololo,me asusta morir,187
1869,fkjsfa,me asusta morir,187
1870,fkjsfa,now you see me now you dont,150
1871,qoeieiq,holamundo,106
1872,ashlakak,me asusta morir,120
1873,pumpumpum,people like boss,187
1874,pumpumpum,vaso,157
1875,ashlakak,people like boss,161
1876,fkjsfa,now you see me now you dont,178
1877,titititin,me asusta morir,134
1878,qoeieiq,holamundo,137
1879,lololo,me gusta america y a america le gusto,160
1880,lololo,me gusta america y a america le gusto,120
1881,lololo,holamundo,183
1882,fkjsfa,holamundo,184
1883,fkjsfa,vaso,190
1884,ashlakak,people like boss,158
1885,fkjsfa,me asusta morir,146
1886,qoeieiq,vaso,113
1887,pumpumpum,vaso,181
1888,fkjsfa,holamundo,127
1889,titititin,me gusta america y a america le gusto,109
1890,qoeieiq,people like boss,128
1891,fkjsfa,me asusta morir,118
1892,pumpumpum,people like boss,114
1893,lololo,me gusta america y a america le gusto,166
1894,lololo,me gusta america y a america le gusto,140
1895,lololo,now you see me now you dont,100
1896,pumpumpum,holamundo,180
1897,pumpumpum,me asusta morir,197
1898,lololo,now you see me now you dont,187
1899,fkjsfa,vaso,121
1900,fkjsfa,me gusta america y a america le gusto,177
1901,qoeieiq,me asusta morir,101
1902,lololo,vaso,110
1903,qoeieiq,now you see me now you dont,123
1904,ashlakak,me gusta america y a america le gusto,189
1905,ashlakak,people like boss,162
1906,lololo,vaso,184
1907,fkjsfa,people like boss,115
1908,ashlakak,now you see me now you dont,194
1909,ashlakak,me gusta america y a america le gusto,172
1910,lololo,now you see me now you dont,101
1911,titititin,vaso,117
1912,qoeieiq,me asusta morir,181
1913,pumpumpum,now you see me now you dont,128
1914,titititin,people like boss,197
1915,fkjsfa,me asusta morir,134
1916,pumpumpum,me gusta america y a america le gusto,194
1917,qoeieiq,now you see me now you dont,105
1918,lololo,now you see me now you dont,151
1919,lololo,holamundo,123
1920,titititin,now you see me now you dont,147
1921,pumpumpum,me gusta america y a america le gusto,182
1922,ashlakak,me gusta america y a america le gusto,147
1923,qoeieiq,holamundo,166
1924,lololo,me gusta america y a america le gusto,181
1925,ashlakak,people like boss,168
1926,ashlakak,holamundo,141
1927,pumpumpum,people like boss,176
1928,qoeieiq,now you see me now you dont,141
1929,fkjsfa,me gusta america y a america le gusto,173
1930,lololo,people like boss,138
1931,lololo,me asusta morir,186
1932,qoeieiq,now you see me now you dont,129
1933,ashlakak,me asusta morir,134
1934,ashlakak,now you see me now you dont,115
1935,titititin,people like boss,188
1936,lololo,vaso,173
1937,lololo,me asusta morir,169
1938,titititin,me gusta america y a america le gusto,102
1939,ashlakak,me gusta america y a america le gusto,170
1940,qoeieiq,people like boss,145
1941,lololo,now you see me now you dont,161
1942,pumpumpum,holamundo,188
1943,ashlakak,me asusta morir,130
1944,pumpumpum,holamundo,166
1945,ashlakak,me asusta morir,143
1946,fkjsfa,me gusta america y a america le gusto,154
1947,pumpumpum,me gusta america y a america le gusto,163
1948,lololo,me gusta america y a america le gusto,112
1949,titititin,now you see me now you dont,193
1950,pumpumpum,me gusta america y a america le gusto,152
1951,ashlakak,holamundo,161
1952,fkjsfa,now you see me now you dont,163
1953,pumpumpum,people like boss,174
1954,lololo,me gusta america y a america le gusto,153
1955,ashlakak,now you see me now you dont,140
1956,titititin,now you see me now you dont,104
1957,qoeieiq,me asusta morir,130
1958,ashlakak,people like boss,195
1959,ashlakak,vaso,146
1960,titititin,vaso,119
1961,ashlakak,holamundo,102
1962,pumpumpum,people like boss,124
1963,qoeieiq,people like boss,184
1964,titititin,vaso,163
1965,lololo,me gusta america y a america le gusto,187
1966,titititin,me gusta america y a america le gusto,187
1967,fkjsfa,holamundo,143
1968,ashlakak,me asusta morir,192
1969,titititin,vaso,131
1970,ashlakak,now you see me now you dont,109
1971,fkjsfa,me gusta america y a america le gusto,184
1972,qoeieiq,holamundo,159
1973,lololo,people like boss,108
1974,lololo,me asusta morir,177
1975,qoeieiq,me asusta morir,180
1976,ashlakak,now you see me now you dont,189
1977,titititin,me asusta morir,110
1978,qoeieiq,now you see me now you dont,142
1979,pumpumpum,vaso,154
1980,titititin,holamundo,118
1981,lololo,people like boss,191
1982,pumpumpum,vaso,100
1983,lololo,holamundo,106
1984,qoeieiq,me asusta morir,179
1985,lololo,me asusta morir,176
1986,titititin,me gusta america y a america le gusto,116
1987,ashlakak,holamundo,146
1988,titititin,vaso,190
1989,lololo,me gusta america y a america le gusto,140
1990,fkjsfa,now you see me now you dont,156
1991,pumpumpum,me gusta america y a america le gusto,177
1992,lololo,people like boss,102
1993,qoeieiq,me gusta america y a america le gusto,114
1994,qoeieiq,holamundo,112
1995,fkjsfa,now you see me now you dont,159
1996,titititin,now you see me now you dont,104
1997,pumpumpum,me asusta morir,156
1998,qoeieiq,me gusta america y a america le gusto,182
1999,lololo,now you see me now you dont,112
2000,pumpumpum,now you see me now you dont,181
2001,titititin,me gusta america y a america le gusto,172
2002,qoeieiq,me gusta america y a america le gusto,110
2003,qoeieiq,me gusta america y a america le gusto,184
2004,pumpumpum,people like boss,154
2005,titititin,me asusta morir,192
2006,titititin,people like boss,115
2007,ashlakak,holamundo,137
2008,fkjsfa,people like boss,131
2009,qoeieiq,vaso,123
2010,lololo,holamundo,195
2011,qoeieiq,people like boss,149
2012,lololo,holamundo,102
2013,fkjsfa,me asusta morir,122
2014,lololo,me asusta morir,129
2015,pumpumpum,holamundo,148
2016,titititin,holamundo,180
2017,pumpumpum,vaso,143
2018,ashlakak,holamundo,152
2019,titititin,people like boss,176
2020,titititin,me asusta morir,107
2021,qoeieiq,me asusta morir,108
2022,qoeieiq,holamundo,120
2023,ashlakak,vaso,180
2024,ashlakak,people like boss,125
2025,lololo,vaso,175
2026,lololo,holamundo,186
2027,ashlakak,people like boss,157
2028,ashlakak,holamundo,185
2029,ashlakak,now you see me now you dont,164
2030,pumpumpum,now you see me now you dont,168
2031,fkjsfa,me gusta america y a america le gusto,141
2032,fkjsfa,me gusta america y a america le gusto,100
2033,titititin,vaso,168
2034,fkjsfa,holamundo,116
2035,ashlakak,holamundo,153
2036,lololo,vaso,186
2037,titititin,vaso,139
2038,titititin,me gusta america y a america le gusto,100
2039,titititin,me asusta morir,190
2040,fkjsfa,me gusta america y a america le gusto,129
2041,titititin,holamundo,172
2042,ashlakak,holamundo,110
2043,fkjsfa,now you see me now you dont,154
2044,lololo,me asusta morir,133
2045,ashlakak,people like boss,151
2046,fkjsfa,now you see me now you dont,118
2047,ashlakak,me gusta america y a america le gusto,146
2048,fkjsfa,me asusta morir,100
2049,pumpumpum,now you see me now you dont,149
2050,qoeieiq,me gusta america y a america le gusto,146
2051,qoeieiq,people like boss,122
2052,qoeieiq,me gusta america y a america le gusto,105
2053,ashlakak,vaso,110
2054,ashlakak,now you see me now you dont,177
2055,fkjsfa,vaso,175
2056,pumpumpum,vaso,148
2057,ashlakak,vaso,140
2058,ashlakak,holamundo,118
2059,titititin,vaso,112
2060,ashlakak,vaso,190
2061,pumpumpum,me asusta morir,173
2062,pumpumpum,me gusta america y a america le gusto,175
2063,lololo,now you see me now you dont,170
2064,pumpumpum,me gusta america y a america le gusto,176
2065,ashlakak,vaso,180
2066,pumpumpum,holamundo,196
2067,lololo,me gusta america y a america le gusto,173
2068,pumpumpum,me gusta america y a america le gusto,133
2069,pumpumpum,now you see me now you dont,113
2070,lololo,me asusta morir,187
2071,qoeieiq,vaso,127
2072,pumpumpum,holamundo,162
2073,lololo,me gusta america y a america le gusto,178
